user_id,total_orders,max_order_number,avg_days_between_orders,prior_order_items,prior_unique_products,prior_reordered_items,prior_orders,order_id,latest_order_number,latest_order_dow,latest_order_hour,latest_days_since_prior_order
20464,10,10,20.333333333333332,101,101,53,9,1585568,10,1,15,30.0
20465,6,6,19.6,77,77,27,5,581670,6,0,15,27.0
20466,6,6,27.0,51,51,17,5,1058343,6,5,21,30.0
20467,5,5,26.75,47,39,25,4,1068857,5,5,19,30.0
20468,47,47,7.891304347826087,218,213,156,46,256748,47,1,9,10.0
20469,5,5,20.0,72,72,5,4,624353,5,2,16,30.0
20470,4,4,13.333333333333334,11,11,0,3,626305,4,2,10,30.0
20471,13,13,14.166666666666666,12,12,10,12,3301319,13,5,12,14.0
20472,18,18,12.588235294117647,166,161,86,17,130932,18,3,18,30.0
20473,43,43,8.666666666666666,285,274,183,42,2360259,43,1,21,3.0
20474,4,4,19.333333333333332,3,3,2,3,1467193,4,2,10,30.0
20475,22,22,15.619047619047619,62,62,18,21,2148145,22,6,12,3.0
20476,4,4,20.0,42,42,16,3,3029115,4,3,12,0.0
20477,6,6,16.6,34,34,10,5,717989,6,6,12,26.0
20478,4,4,18.666666666666668,15,15,4,3,2950194,4,6,10,14.0
20479,16,16,19.066666666666666,85,85,36,15,3179560,16,5,18,13.0
20480,7,7,27.0,91,91,41,6,3412873,7,2,18,16.0
20481,8,8,12.714285714285714,124,124,68,7,1880137,8,1,12,28.0
20482,7,7,19.0,73,73,36,6,2544985,7,3,12,30.0
20483,10,10,19.88888888888889,53,53,24,9,1640024,10,4,11,30.0
20484,5,5,14.25,43,43,8,4,1635956,5,5,5,30.0
20485,56,56,6.3090909090909095,818,803,547,55,2741228,56,0,16,12.0
20486,57,57,6.25,733,674,589,56,1166169,57,0,17,4.0
20487,100,100,3.3535353535353534,432,426,274,99,301123,100,1,12,1.0
20488,7,7,30.0,50,50,10,6,349812,7,0,18,30.0
20489,7,7,26.833333333333332,11,11,6,6,2777686,7,5,12,24.0
20490,5,5,29.5,45,45,18,4,1204631,5,2,12,30.0
20491,5,5,26.25,15,15,3,4,781635,5,0,17,30.0
20492,12,12,14.818181818181818,225,225,103,11,3047054,12,0,19,5.0
20493,16,16,18.466666666666665,128,128,36,15,49869,16,5,13,8.0
20494,14,14,15.0,198,198,53,13,157785,14,0,22,30.0
20495,22,22,8.142857142857142,179,171,106,21,2564951,22,1,11,11.0
20496,29,29,11.142857142857142,223,217,170,28,2204162,29,0,16,10.0
20497,4,4,18.333333333333332,10,10,0,3,209503,4,6,10,6.0
20498,32,32,6.032258064516129,477,453,315,31,2334096,32,5,10,8.0
20499,4,4,21.0,56,56,19,3,61086,4,3,14,21.0
20500,5,5,22.75,26,26,8,4,2717380,5,0,15,30.0
20501,47,47,7.369565217391305,331,325,197,46,2471655,47,2,14,8.0
20502,11,11,11.8,119,119,56,10,1629210,11,0,18,21.0
20503,16,16,12.466666666666667,119,119,59,15,2526810,16,6,20,10.0
20504,15,15,20.214285714285715,119,119,84,14,3411134,15,4,16,30.0
20505,4,4,26.0,35,35,9,3,1283479,4,3,14,30.0
20506,14,14,9.23076923076923,88,88,40,13,1704975,14,5,9,24.0
20507,9,9,15.375,36,36,14,8,3338709,9,5,11,14.0
20508,6,6,10.8,23,23,0,5,540357,6,0,19,6.0
20509,25,25,10.625,132,132,32,24,1823099,25,1,11,30.0
20510,26,26,13.52,176,170,132,25,2581751,26,3,18,23.0
20511,42,42,8.829268292682928,750,713,589,41,303169,42,6,16,3.0
20512,25,25,11.958333333333334,265,258,132,24,1612922,25,6,6,21.0
20513,42,42,5.780487804878049,281,278,211,41,2652079,42,5,21,1.0
20514,12,12,19.727272727272727,136,136,58,11,1915710,12,1,16,30.0
20515,21,21,14.65,70,69,43,20,2220813,21,4,10,30.0
20516,8,8,21.285714285714285,42,42,11,7,1682987,8,3,20,30.0
20517,16,16,9.2,127,127,74,15,2041796,16,3,9,30.0
20518,12,12,5.636363636363637,96,96,70,11,1138592,12,3,7,2.0
20519,6,6,14.2,50,50,15,5,2820667,6,5,14,3.0
20520,4,4,30.0,38,38,2,3,2950457,4,3,15,30.0
20521,11,11,9.0,113,113,52,10,315977,11,4,7,19.0
20522,9,9,15.875,26,26,16,8,98600,9,4,8,10.0
20523,4,4,23.666666666666668,8,8,3,3,2757133,4,4,20,30.0
20524,10,10,18.22222222222222,71,71,20,9,2039566,10,0,16,14.0
20525,8,8,26.142857142857142,64,64,30,7,502372,8,2,11,30.0
20526,4,4,17.0,19,19,1,3,2784984,4,4,12,7.0
20527,10,10,14.333333333333334,52,52,25,9,2509833,10,6,1,30.0
20528,23,23,12.636363636363637,300,300,168,22,3395861,23,1,12,19.0
20529,4,4,25.0,42,42,9,3,2340794,4,3,17,15.0
20530,8,8,8.0,37,37,11,7,340618,8,3,21,20.0
20531,6,6,30.0,15,15,6,5,1542039,6,2,8,30.0
20532,4,4,19.666666666666668,37,37,9,3,1253089,4,2,16,0.0
20533,25,25,13.041666666666666,198,198,106,24,1809590,25,1,13,7.0
20534,41,41,8.45,316,314,127,40,1342419,41,2,13,14.0
20535,41,41,9.1,183,181,138,40,222802,41,2,7,13.0
20536,4,4,30.0,53,53,12,3,245108,4,4,7,30.0
20537,12,12,22.636363636363637,30,30,8,11,667440,12,1,17,25.0
20538,4,4,27.0,32,32,14,3,1493297,4,1,7,30.0
20539,10,10,26.0,63,63,23,9,2119304,10,4,21,30.0
20540,33,33,9.96875,238,234,119,32,225471,33,1,16,7.0
20541,6,6,21.0,17,17,4,5,858912,6,0,9,30.0
20542,15,15,8.571428571428571,222,218,77,14,333605,15,6,11,6.0
20543,12,12,18.90909090909091,59,59,15,11,366421,12,0,15,0.0
20544,15,15,20.642857142857142,208,191,130,14,673289,15,1,16,30.0
20545,26,26,4.48,404,393,268,25,2484160,26,5,18,8.0
20546,9,9,20.125,69,69,34,8,689708,9,0,13,14.0
20547,46,46,7.911111111111111,389,383,284,45,2397451,46,4,10,8.0
20548,41,41,8.775,469,469,373,40,65579,41,6,12,21.0
20549,4,4,26.666666666666668,10,10,1,3,1135934,4,0,13,30.0
20550,4,4,13.333333333333334,28,28,2,3,2826025,4,0,11,3.0
20551,30,30,10.413793103448276,225,225,147,29,2061706,30,6,18,17.0
20552,6,6,24.2,46,46,15,5,2191722,6,3,15,30.0
20553,22,22,15.761904761904763,251,244,146,21,780409,22,3,10,28.0
20554,11,11,10.8,285,285,159,10,1524606,11,0,8,8.0
20555,19,19,11.777777777777779,389,382,263,18,1385615,19,3,14,30.0
20556,18,18,15.941176470588236,182,182,111,17,3218589,18,0,22,6.0
20557,23,23,15.863636363636363,220,217,131,22,2954610,23,4,8,8.0
20558,100,100,3.212121212121212,622,607,441,99,1032562,100,6,10,3.0
20559,5,5,19.25,10,10,1,4,475158,5,6,15,5.0
20560,11,11,20.0,63,63,36,10,1016563,11,4,17,30.0
20561,11,11,20.1,93,93,24,10,2290824,11,5,14,30.0
20562,10,10,16.555555555555557,80,80,13,9,137715,10,5,10,16.0
20563,31,31,12.1,561,561,436,30,2706641,31,2,11,5.0
20564,25,25,10.833333333333334,120,120,55,24,1001059,25,5,16,14.0
20565,5,5,25.75,19,19,7,4,1419294,5,4,21,30.0
20566,9,9,17.375,105,105,53,8,2424580,9,6,16,13.0
20567,4,4,16.0,53,53,21,3,1768828,4,1,14,17.0
20568,5,5,9.0,25,25,2,4,3207045,5,6,9,15.0
20569,11,11,20.1,144,144,76,10,687976,11,5,14,30.0
20570,18,18,18.764705882352942,118,116,57,17,774453,18,3,8,30.0
20571,26,26,10.6,444,441,351,25,976222,26,3,11,17.0
20572,21,21,12.0,194,194,113,20,930901,21,3,17,8.0
20573,4,4,22.333333333333332,12,12,0,3,2957104,4,1,16,7.0
20574,9,9,19.5,53,53,14,8,3224303,9,4,10,18.0
20575,25,25,12.916666666666666,329,329,162,24,197362,25,1,12,14.0
20576,17,17,16.75,67,67,39,16,1680740,17,0,7,4.0
20577,5,5,30.0,14,14,2,4,2742035,5,0,16,30.0
20578,5,5,23.5,53,53,5,4,28707,5,1,14,13.0
20579,7,7,10.666666666666666,18,18,5,6,2238001,7,2,11,13.0
20580,18,18,12.529411764705882,64,63,25,17,1701683,18,5,6,19.0
20581,8,8,18.142857142857142,20,20,6,7,722266,8,6,12,30.0
20582,10,10,19.444444444444443,39,39,18,9,1091420,10,3,9,22.0
20583,13,13,13.333333333333334,130,130,46,12,2593912,13,3,13,30.0
20584,30,30,11.551724137931034,328,319,196,29,1507155,30,1,18,30.0
20585,9,9,26.25,23,23,10,8,67853,9,3,21,30.0
20586,7,7,17.5,51,51,12,6,2225337,7,1,15,12.0
20587,7,7,24.5,73,73,40,6,315112,7,0,20,30.0
20588,8,8,19.428571428571427,61,56,29,7,1711341,8,0,10,9.0
20589,7,7,14.333333333333334,71,71,29,6,831586,7,6,12,5.0
20590,19,19,15.944444444444445,120,116,59,18,3418596,19,6,19,22.0
20591,22,22,10.952380952380953,279,273,200,21,94483,22,6,7,7.0
20592,7,7,6.666666666666667,82,82,29,6,2107129,7,4,22,6.0
20593,78,78,4.701298701298701,381,373,272,77,3367794,78,3,11,5.0
20594,23,23,11.272727272727273,395,395,145,22,885779,23,4,18,2.0
20595,6,6,19.4,46,46,11,5,1951462,6,6,12,27.0
20596,15,15,17.285714285714285,191,191,102,14,2873760,15,0,19,14.0
20597,4,4,8.666666666666666,13,13,2,3,996432,4,3,15,13.0
20598,7,7,14.0,26,26,9,6,2775905,7,4,22,5.0
20599,5,5,16.5,17,17,7,4,2477530,5,6,15,14.0
20600,11,11,8.2,182,182,90,10,567235,11,0,20,7.0
20601,6,6,19.8,33,33,11,5,1227585,6,5,12,13.0
20602,7,7,15.333333333333334,27,27,8,6,267446,7,2,9,13.0
20603,7,7,11.666666666666666,35,35,10,6,116118,7,5,17,12.0
20604,15,15,8.357142857142858,44,43,16,14,1832341,15,0,15,4.0
20605,7,7,7.666666666666667,108,108,35,6,2684588,7,5,11,7.0
20606,12,12,12.909090909090908,246,246,144,11,1220651,12,5,9,14.0
20607,4,4,20.0,5,5,2,3,1690099,4,3,6,30.0
20608,32,32,10.258064516129032,318,316,193,31,1364031,32,2,8,4.0
20609,4,4,23.666666666666668,59,59,12,3,757655,4,0,17,11.0
20610,15,15,20.142857142857142,50,50,23,14,2406298,15,6,15,2.0
20611,61,61,6.016666666666667,1038,972,821,60,563429,61,1,11,2.0
20612,16,16,11.8,89,87,58,15,2970557,16,1,13,13.0
20613,8,8,19.0,83,83,37,7,3309313,8,4,9,30.0
20614,42,42,5.951219512195122,369,362,210,41,975875,42,5,13,18.0
20615,13,13,21.333333333333332,34,34,23,12,578572,13,0,10,3.0
20616,58,58,6.385964912280702,262,256,201,57,3156073,58,3,8,4.0
20617,29,29,10.107142857142858,200,199,90,28,106294,29,3,11,30.0
20618,4,4,30.0,13,13,5,3,1714351,4,6,16,30.0
20619,5,5,18.25,22,22,2,4,2652310,5,1,17,30.0
20620,6,6,20.0,115,115,50,5,2827295,6,6,10,24.0
20621,4,4,30.0,45,45,8,3,1637502,4,1,20,30.0
20622,41,41,7.825,283,278,151,40,2438244,41,6,10,10.0
20623,24,24,8.217391304347826,80,75,72,23,676030,24,2,13,18.0
20624,8,8,21.571428571428573,59,59,13,7,229506,8,0,9,16.0
20625,8,8,24.714285714285715,42,42,15,7,96809,8,0,14,30.0
20626,4,4,7.0,45,45,10,3,28369,4,0,13,8.0
20627,64,64,5.746031746031746,481,467,309,63,3414087,64,0,14,2.0
20628,7,7,12.333333333333334,68,68,35,6,1616281,7,4,20,7.0
20629,4,4,20.333333333333332,53,53,6,3,560226,4,1,13,30.0
20630,4,4,30.0,83,83,26,3,3036182,4,6,13,30.0
20631,6,6,14.4,30,30,6,5,1725750,6,1,10,16.0
20632,14,14,16.53846153846154,178,178,81,13,1723882,14,0,19,30.0
20633,10,10,10.333333333333334,94,94,27,9,1951091,10,1,12,11.0
20634,15,15,5.5,109,109,34,14,748630,15,1,19,8.0
20635,6,6,17.6,10,10,2,5,1447927,6,6,21,19.0
20636,31,31,11.366666666666667,315,304,241,30,3177249,31,0,9,7.0
20637,8,8,19.714285714285715,22,22,1,7,316324,8,1,16,30.0
20638,5,5,15.0,14,14,1,4,3023170,5,4,11,9.0
20639,7,7,16.333333333333332,9,9,4,6,3361856,7,0,12,30.0
20640,47,47,7.913043478260869,693,639,522,46,2965767,47,6,9,8.0
20641,13,13,14.0,164,164,99,12,1040536,13,2,8,16.0
20642,8,8,8.571428571428571,80,80,36,7,2373682,8,4,13,10.0
20643,18,18,8.058823529411764,118,116,82,17,1870001,18,0,18,7.0
20644,6,6,11.6,31,31,11,5,1685814,6,3,10,30.0
20645,31,31,5.2,217,213,164,30,2231689,31,4,15,3.0
20646,10,10,6.444444444444445,278,278,171,9,911574,10,1,12,4.0
20647,4,4,26.666666666666668,6,6,1,3,229064,4,5,19,30.0
20648,28,28,9.592592592592593,114,114,48,27,3274632,28,1,8,5.0
20649,9,9,12.375,101,101,35,8,951778,9,3,17,2.0
20650,20,20,14.157894736842104,85,85,50,19,1822942,20,3,7,8.0
20651,8,8,18.571428571428573,34,34,7,7,3401609,8,3,12,9.0
20652,8,8,7.714285714285714,81,81,29,7,802552,8,0,15,14.0
20653,31,31,11.933333333333334,247,237,111,30,2366099,31,5,10,5.0
20654,5,5,19.0,51,51,11,4,1625244,5,0,19,30.0
20655,4,4,5.666666666666667,17,14,8,3,2368312,4,2,12,9.0
20656,13,13,9.333333333333334,273,273,167,12,1427632,13,4,13,13.0
20657,18,18,6.294117647058823,244,244,136,17,931566,18,6,16,14.0
20658,7,7,11.833333333333334,66,66,14,6,2945282,7,0,11,6.0
20659,75,75,4.9324324324324325,1016,995,676,74,1340341,75,6,8,3.0
20660,19,19,14.555555555555555,51,51,25,18,999231,19,1,13,20.0
20661,6,6,25.2,69,69,27,5,2928528,6,6,10,30.0
20662,43,43,5.809523809523809,589,567,476,42,2233405,43,5,18,7.0
20663,49,49,7.3125,369,365,270,48,3342362,49,5,12,3.0
20664,15,15,11.785714285714286,157,157,75,14,3274093,15,5,14,13.0
20665,12,12,7.909090909090909,67,67,21,11,3250849,12,5,15,5.0
20666,14,14,13.615384615384615,153,153,84,13,823549,14,0,18,30.0
20667,5,5,27.75,76,76,19,4,517879,5,4,10,30.0
20668,8,8,23.428571428571427,17,17,10,7,682099,8,5,9,30.0
20669,5,5,9.0,100,100,30,4,2998701,5,2,15,0.0
20670,18,18,7.411764705882353,168,168,89,17,2574462,18,0,14,30.0
20671,17,17,9.875,135,135,34,16,1430965,17,5,10,12.0
20672,9,9,15.625,57,57,28,8,1015619,9,4,14,16.0
20673,8,8,29.571428571428573,58,58,25,7,1280141,8,1,15,30.0
20674,9,9,24.5,67,67,19,8,2029810,9,1,16,13.0
20675,9,9,22.75,213,213,97,8,2430239,9,1,10,15.0
20676,33,33,10.34375,86,84,75,32,1556115,33,6,9,30.0
20677,26,26,7.8,488,478,347,25,2944412,26,2,10,7.0
20678,13,13,7.0,101,100,50,12,2297481,13,2,2,7.0
20679,7,7,13.0,43,43,2,6,1076850,7,1,9,5.0
20680,4,4,12.0,49,49,5,3,1149958,4,1,18,16.0
20681,7,7,7.833333333333333,112,112,47,6,2720654,7,2,12,11.0
20682,33,33,10.78125,249,249,97,32,534471,33,1,10,8.0
20683,7,7,13.666666666666666,54,54,8,6,1152184,7,2,8,30.0
20684,4,4,23.0,26,26,4,3,2006143,4,3,18,30.0
20685,11,11,19.4,175,174,70,10,1789627,11,4,8,15.0
20686,10,10,12.88888888888889,45,45,9,9,839954,10,4,18,13.0
20687,74,74,5.0,256,249,213,73,1870667,74,4,6,1.0
20688,49,49,6.583333333333333,542,538,247,48,2298897,49,1,18,7.0
20689,24,24,12.782608695652174,290,290,205,23,987485,24,1,15,30.0
20690,16,16,17.933333333333334,189,189,36,15,2633845,16,1,10,25.0
20691,28,28,12.222222222222221,246,246,114,27,1826934,28,0,13,15.0
20692,17,17,8.5625,78,77,17,16,1917795,17,2,13,2.0
20693,4,4,23.0,18,18,2,3,3122240,4,2,20,30.0
20694,11,11,18.1,35,35,9,10,2788443,11,2,13,30.0
20695,16,16,14.533333333333333,150,150,60,15,36859,16,0,14,30.0
20696,6,6,24.6,7,7,2,5,858049,6,2,0,30.0
20697,29,29,12.428571428571429,289,273,162,28,181959,29,4,7,30.0
20698,5,5,26.0,37,37,8,4,3232631,5,5,22,22.0
20699,4,4,22.333333333333332,14,14,1,3,1759597,4,0,13,30.0
20700,31,31,10.3,485,466,320,30,242876,31,0,21,29.0
20701,38,38,9.621621621621621,384,377,298,37,3214287,38,1,9,7.0
20702,5,5,13.75,27,27,5,4,2128296,5,6,15,6.0
20703,10,10,19.77777777777778,33,33,6,9,1957654,10,5,12,30.0
20704,4,4,30.0,11,11,5,3,1130483,4,0,14,30.0
20705,6,6,12.4,53,53,36,5,2961620,6,1,8,7.0
20706,25,25,11.25,228,227,106,24,964278,25,1,22,24.0
20707,8,8,24.714285714285715,99,99,26,7,162647,8,0,14,30.0
20708,4,4,22.333333333333332,28,28,2,3,162998,4,0,13,30.0
20709,22,22,11.095238095238095,26,26,14,21,505035,22,2,13,27.0
20710,8,8,19.428571428571427,19,19,11,7,3339305,8,1,9,30.0
20711,19,19,8.5,113,113,60,18,935456,19,3,8,10.0
20712,32,32,10.870967741935484,294,291,136,31,2413415,32,1,15,21.0
20713,6,6,26.4,18,18,5,5,2986425,6,0,16,23.0
20714,10,10,14.0,76,76,16,9,139248,10,2,14,30.0
20715,8,8,24.714285714285715,144,144,46,7,603732,8,1,14,30.0
20716,4,4,2.3333333333333335,4,4,0,3,619269,4,1,11,4.0
20717,7,7,8.333333333333334,56,56,21,6,1429786,7,0,10,8.0
20718,15,15,10.857142857142858,130,130,25,14,2007303,15,5,17,11.0
20719,9,9,14.625,102,98,42,8,2547209,9,0,14,8.0
20720,12,12,17.272727272727273,101,101,45,11,472168,12,5,17,12.0
20721,18,18,11.235294117647058,44,44,13,17,1977049,18,2,21,13.0
20722,10,10,10.222222222222221,82,82,39,9,2254796,10,3,23,9.0
20723,10,10,21.666666666666668,75,75,29,9,1595950,10,1,17,30.0
20724,11,11,12.0,62,58,45,10,221116,11,3,14,7.0
20725,6,6,29.4,39,39,9,5,2884412,6,4,7,30.0
20726,14,14,9.923076923076923,74,74,40,13,2432882,14,5,11,12.0
20727,8,8,24.571428571428573,63,63,7,7,717071,8,1,16,30.0
20728,4,4,21.666666666666668,6,6,0,3,1947306,4,2,7,5.0
20729,13,13,24.166666666666668,66,66,52,12,1001510,13,5,15,27.0
20730,93,93,3.967391304347826,1167,1105,930,92,3085105,93,1,16,4.0
20731,42,42,8.878048780487806,255,252,161,41,1269397,42,2,17,12.0
20732,26,26,12.36,187,178,115,25,1937154,26,4,17,8.0
20733,51,51,7.02,615,598,439,50,2899027,51,6,20,3.0
20734,9,9,22.25,55,49,27,8,987159,9,5,11,26.0
20735,14,14,16.23076923076923,75,71,47,13,2401643,14,2,15,29.0
20736,12,12,20.181818181818183,80,80,19,11,83611,12,2,14,18.0
20737,27,27,10.346153846153847,496,492,309,26,928831,27,2,15,11.0
20738,8,8,19.857142857142858,60,60,12,7,2540972,8,0,18,30.0
20739,16,16,8.533333333333333,266,263,144,15,1488020,16,0,16,9.0
20740,16,16,18.333333333333332,193,184,117,15,37168,16,2,8,30.0
20741,33,33,9.1875,221,219,89,32,237961,33,0,15,25.0
20742,12,12,18.181818181818183,199,199,101,11,2924664,12,0,8,22.0
20743,11,11,17.5,69,69,19,10,1315403,11,2,14,18.0
20744,62,62,4.950819672131147,854,841,707,61,2494990,62,5,10,6.0
20745,25,25,13.583333333333334,222,215,162,24,2296104,25,2,8,30.0
20746,28,28,11.777777777777779,200,199,78,27,2238707,28,5,11,4.0
20747,6,6,19.8,21,21,6,5,504255,6,0,10,16.0
20748,7,7,13.5,156,152,70,6,2210974,7,5,10,9.0
20749,29,29,11.964285714285714,275,273,164,28,2823126,29,1,18,9.0
20750,14,14,3.923076923076923,82,78,52,13,3272348,14,4,12,3.0
20751,4,4,10.333333333333334,54,54,19,3,2853920,4,5,9,12.0
20752,6,6,28.0,42,42,11,5,3236387,6,5,21,30.0
20753,56,56,6.6,196,179,176,55,3303271,56,3,11,8.0
20754,53,53,7.0,395,367,362,52,1003031,53,5,13,8.0
20755,38,38,9.864864864864865,318,307,230,37,10754,38,2,10,8.0
20756,17,17,13.375,77,77,21,16,1893242,17,6,18,28.0
20757,7,7,20.166666666666668,62,62,9,6,3241842,7,2,11,30.0
20758,39,39,9.157894736842104,130,129,41,38,2191502,39,4,20,6.0
20759,35,35,9.941176470588236,169,166,92,34,2394282,35,2,15,22.0
20760,13,13,17.083333333333332,110,110,36,12,3204765,13,1,15,30.0
20761,5,5,21.0,57,57,11,4,98279,5,5,19,12.0
20762,34,34,10.181818181818182,103,86,99,33,314677,34,2,11,7.0
20763,40,40,7.0,584,569,456,39,1441352,40,1,10,7.0
20764,4,4,30.0,16,16,1,3,75802,4,0,10,30.0
20765,8,8,15.428571428571429,19,19,5,7,1639890,8,3,13,30.0
20766,31,31,10.966666666666667,799,762,601,30,1031353,31,4,9,27.0
20767,12,12,15.363636363636363,89,89,17,11,1034431,12,0,16,30.0
20768,6,6,26.2,39,39,6,5,2917095,6,6,12,30.0
20769,57,57,4.910714285714286,587,564,490,56,1478834,57,0,13,2.0
20770,7,7,18.0,99,99,23,6,1829468,7,2,21,15.0
20771,47,47,6.434782608695652,273,268,220,46,1476315,47,6,11,3.0
20772,9,9,2.75,83,83,12,8,2080297,9,5,17,3.0
20773,7,7,23.833333333333332,119,119,50,6,1588309,7,3,18,30.0
20774,14,14,15.076923076923077,146,146,106,13,1549078,14,2,20,30.0
20775,5,5,12.25,87,87,27,4,2364079,5,6,17,0.0
20776,4,4,26.333333333333332,4,4,1,3,2256202,4,5,19,30.0
20777,25,25,4.625,310,307,204,24,2141631,25,6,22,0.0
20778,4,4,11.666666666666666,41,41,15,3,1095579,4,5,15,4.0
20779,70,70,5.086956521739131,491,481,359,69,908780,70,0,13,3.0
20780,8,8,29.428571428571427,18,18,10,7,459309,8,5,18,30.0
20781,6,6,26.6,92,92,41,5,62566,6,5,13,30.0
20782,6,6,21.4,34,34,5,5,487587,6,4,16,30.0
20783,6,6,7.8,45,45,21,5,55347,6,5,17,5.0
20784,5,5,21.5,18,18,7,4,672798,5,4,19,22.0
20785,22,22,8.904761904761905,288,283,160,21,3284690,22,1,14,30.0
20786,6,6,29.8,129,129,47,5,379734,6,1,17,29.0
20787,11,11,13.3,131,131,61,10,3312930,11,0,14,2.0
20788,6,6,22.2,10,10,5,5,174755,6,1,12,30.0
20789,6,6,21.8,30,30,7,5,1062113,6,0,15,6.0
20790,15,15,8.214285714285714,19,19,15,14,3370909,15,4,9,10.0
20791,11,11,17.7,96,96,24,10,1020124,11,6,15,27.0
20792,20,20,14.210526315789474,117,115,69,19,1555979,20,2,14,5.0
20793,8,8,18.857142857142858,92,92,21,7,1159061,8,6,16,6.0
20794,15,15,17.0,246,246,110,14,3245558,15,4,12,13.0
20795,4,4,26.0,28,28,13,3,1812436,4,5,9,18.0
20796,7,7,29.833333333333332,78,78,27,6,3232143,7,1,10,30.0
20797,4,4,24.0,41,41,12,3,1503073,4,0,7,30.0
20798,19,19,16.61111111111111,130,128,91,18,1093361,19,1,13,30.0
20799,8,8,22.857142857142858,90,90,53,7,978492,8,0,11,30.0
20800,9,9,9.75,21,21,3,8,243013,9,4,14,0.0
20801,18,18,8.764705882352942,153,151,73,17,3299159,18,0,18,7.0
20802,22,22,11.285714285714286,210,204,118,21,1299470,22,6,11,13.0
20803,45,45,8.181818181818182,193,189,134,44,2063269,45,4,18,6.0
20804,6,6,9.6,47,47,4,5,918684,6,0,10,8.0
20805,40,40,9.205128205128204,90,88,73,39,1871118,40,4,12,15.0
20806,6,6,8.4,94,94,35,5,2720762,6,6,12,14.0
20807,19,19,17.444444444444443,233,233,137,18,2696602,19,1,20,24.0
20808,19,19,15.666666666666666,47,47,17,18,1487655,19,4,18,30.0
20809,78,78,4.48051948051948,713,673,594,77,1771955,78,0,11,2.0
20810,9,9,17.375,34,34,12,8,2466775,9,6,17,30.0
20811,6,6,18.0,68,68,19,5,1308941,6,3,13,30.0
20812,8,8,12.142857142857142,51,51,9,7,6821,8,3,13,11.0
20813,30,30,7.379310344827586,393,392,204,29,2470105,30,0,18,7.0
20814,18,18,8.411764705882353,203,203,88,17,638987,18,3,12,30.0
20815,7,7,15.333333333333334,46,46,11,6,2952902,7,1,13,5.0
20816,8,8,18.428571428571427,27,27,13,7,2649717,8,5,10,14.0
20817,9,9,19.5,32,32,8,8,2497134,9,5,14,30.0
20818,17,17,7.75,99,96,59,16,2966816,17,3,14,29.0
20819,8,8,20.285714285714285,59,59,15,7,1393834,8,4,12,30.0
20820,22,22,13.238095238095237,75,73,37,21,2151651,22,4,11,30.0
20821,4,4,19.333333333333332,21,21,4,3,357146,4,1,11,18.0
20822,63,63,4.403225806451613,940,921,608,62,2868433,63,0,12,3.0
20823,31,31,11.566666666666666,174,174,104,30,2942480,31,3,13,7.0
20824,39,39,9.578947368421053,634,634,373,38,617635,39,3,11,26.0
20825,16,16,15.4,151,151,63,15,933120,16,6,10,7.0
20826,7,7,16.666666666666668,42,42,2,6,740957,7,0,11,3.0
20827,7,7,22.166666666666668,16,16,7,6,912744,7,3,12,30.0
20828,4,4,19.333333333333332,28,28,5,3,2949822,4,1,8,22.0
20829,15,15,19.357142857142858,191,191,82,14,1824026,15,0,11,23.0
20830,12,12,15.909090909090908,119,119,67,11,1627040,12,5,14,30.0
20831,63,63,5.870967741935484,316,312,171,62,1499048,63,0,14,8.0
20832,7,7,9.5,49,49,15,6,1578402,7,6,17,5.0
20833,45,45,7.954545454545454,469,451,339,44,2514278,45,3,10,7.0
20834,10,10,12.0,112,112,29,9,1206328,10,6,16,24.0
20835,50,50,7.346938775510204,374,368,288,49,2554295,50,3,16,5.0
20836,6,6,23.6,99,99,39,5,234355,6,4,10,28.0
20837,4,4,17.333333333333332,51,51,7,3,345791,4,4,8,30.0
20838,18,18,13.058823529411764,280,280,131,17,255255,18,0,21,17.0
20839,14,14,11.23076923076923,121,119,56,13,1146475,14,0,18,12.0
20840,4,4,16.333333333333332,8,8,2,3,2748500,4,6,9,17.0
20841,7,7,25.0,11,11,7,6,2932738,7,6,16,7.0
20842,57,57,6.339285714285714,269,255,224,56,982914,57,2,8,7.0
20843,30,30,12.03448275862069,464,443,345,29,139320,30,0,7,13.0
20844,7,7,6.0,61,61,27,6,533177,7,3,16,1.0
20845,22,22,15.619047619047619,168,163,133,21,1242399,22,3,16,7.0
20846,40,40,9.076923076923077,141,131,117,39,426712,40,3,13,7.0
20847,6,6,23.6,94,94,38,5,3263228,6,1,13,30.0
20848,9,9,18.125,28,28,3,8,1601033,9,4,17,7.0
20849,13,13,20.583333333333332,63,63,20,12,2334808,13,4,18,4.0
20850,25,25,12.5,135,132,106,24,1460237,25,3,17,4.0
20851,17,17,5.4375,124,123,60,16,3164821,17,3,17,13.0
20852,7,7,21.5,11,11,5,6,676737,7,2,13,30.0
20853,24,24,12.91304347826087,274,272,127,23,993964,24,1,21,22.0
20854,24,24,11.0,155,155,74,23,1437990,24,2,9,30.0
20855,8,8,12.285714285714286,114,114,30,7,3178976,8,4,20,30.0
20856,15,15,18.357142857142858,200,200,120,14,2908644,15,4,17,8.0
20857,4,4,11.666666666666666,45,45,9,3,1232314,4,3,14,5.0
20858,12,12,9.909090909090908,157,157,73,11,255634,12,4,21,7.0
20859,34,34,9.454545454545455,147,138,112,33,414849,34,4,14,30.0
20860,19,19,16.944444444444443,192,192,111,18,3328654,19,2,16,30.0
